id,price
100000,4285614.324934447
100001,6272933.342947314
100002,3332105.8128704447
100003,4736581.682647752
100004,2645978.287863789
100005,2400400.4885074217
100006,3629848.4056397323
100007,1954662.3827500958
100008,5172431.312265607
100009,4950815.109162616
100010,3086078.424427042
100011,5471235.175699191
100012,3800677.340232158
100013,2976120.5699462276
100014,3538274.0367786344
100015,6423867.873296639
100016,3189802.0046646465
100017,6916544.589699933
100018,3201627.8617057297
100019,5016906.084474267
100020,6892255.873121919
100021,3047714.930852482
100022,2893517.433929572
100023,4761088.811192581
100024,4704183.919924719
100025,3664446.4642261695
100026,6546446.885179842
100027,3899582.917473398
100028,5514898.052124606
100029,2966651.6341942158
100030,2378664.8926193584
100031,3486171.080864379
100032,4845443.891222393
100033,3754514.841504665
100034,2838260.033568861
100035,4023556.3235173468
100036,2021373.0529616643
100037,2352221.28951039
100038,4601947.509587893
100039,19296518.76505457
100040,4624965.00023401
100041,4105393.2496191803
100042,5068191.7358438615
100043,7728697.428552346
100044,2589278.287431089
100045,1762043.6858970914
100046,5159874.359057592
100047,4657406.63762583
100048,4254729.836378152
100049,4689038.951958703
100050,3100503.6361770313
100051,3879089.1579627786
100052,9808700.960472735
100053,3705043.4823906403
100054,8344113.6194782425
100055,4434369.367805654
100056,1215939.1135210227
100057,7447902.762159649
100058,8290540.908101054
100059,2385762.4523798022
100060,5406975.368107023
100061,2353983.327526344
100062,3045255.9430441204
100063,3300980.600447219
100064,5358111.700421566
100065,2117591.4188148323
100066,9876301.017200971
100067,4793567.250509122
100068,2889757.8161098976
100069,4850164.91963912
100070,2162872.589940233
100071,4984377.423917996
100072,4865878.901050152
100073,4850580.505834961
100074,3700274.2282265034
100075,2662215.8860864136
100076,5081377.959458204
100077,7534459.110731499
100078,3143167.2859276216
100079,6404557.098515233
100080,3884199.501759285
100081,5661919.790934781
100082,5806490.889031848
100083,2310527.651116131
100084,4288406.210566143
100085,6261704.3316644
100086,4780438.965546044
100087,6440425.578627424
100088,3588858.1162275616
100089,5294117.16052605
100090,4783207.600727847
100091,4415941.703999395
100092,5160929.587892817
100093,3680375.2143952306
100094,10061352.409482514
100095,5631093.845633926
100096,3736469.8131107856
100097,6356328.2738596145
100098,5708781.517449638
100099,3566180.9739463665
100100,2519061.544306172
100101,4270678.799980747
100102,6302801.035833171
100103,3992087.5220479984
100104,6576143.728523718
100105,4770086.269336546
100106,3853542.5373978373
100107,6462443.244491281
100108,7534710.452135282
100109,2333835.3949247748
100110,2965666.801872095
100111,4598354.6899525095
100112,3738058.901316235
100113,5339660.908352282
100114,2702060.648246633
100115,12741967.837751599
100116,2385799.0747002717
100117,8815299.69976634
100118,5320338.75185618
100119,3526981.5533649866
100120,4687913.66988937
100121,4991730.135359732
100122,4243135.858185763
100123,2618175.119524939
100124,5050014.708237575
100125,2270499.3292086143
100126,1383024.7628651615
100127,3281468.425948756
100128,1504036.178575864
100129,5581045.287749412
100130,3108296.6202439833
100131,6677382.780491987
100132,4828020.31910702
100133,7147737.607406413
100134,6037697.536495829
100135,5851349.711687127
100136,3110968.0756717566
100137,4474678.0099061895
100138,2004520.681215616
100139,5967712.558788041
100140,5453781.134570884
100141,5303536.441175805
100142,4837173.7179680485
100143,2717634.565743817
100144,4794894.725590641
100145,4085224.0883266535
100146,2919009.3078676146
100147,1675136.6821305174
100148,5621321.122060807
100149,1870489.6214957442
100150,5545480.502725648
100151,4486121.509256946
100152,2591795.5442316215
100153,4574219.223152349
100154,3494387.4092318397
100155,6933069.120573314
100156,3535464.0567051154
100157,5688081.097144438
100158,2828420.790254103
100159,1548590.4012141805
100160,4247911.03734087
100161,4487319.257876197
100162,4526224.300918037
100163,2408215.6656128224
100164,2407369.5371353272
100165,2713891.755913535
100166,2101046.175521033
100167,3842756.7157492135
100168,5077350.862671537
100169,5093836.960379498
100170,4462475.960490206
100171,2921502.2794936765
100172,3013915.8434273917
100173,4826221.98760731
100174,3209569.82393902
100175,3117445.2843779046
100176,8156054.486059653
100177,5487997.228023736
100178,6069517.684728401
100179,2629250.3993851077
100180,1925173.1771938037
100181,11822637.607794838
100182,3483044.6078784745
100183,4121357.893403588
100184,3855154.5611599106
100185,4577077.576109232
100186,2429903.9316846263
100187,3926751.618158171
100188,3873259.4800882787
100189,10217522.141673343
100190,4240573.2774052415
100191,6616674.966683248
100192,5563208.653471736
100193,2843489.1049068067
100194,2383943.689876711
100195,5478089.095300863
100196,9480321.153746756
100197,3414695.492914142
100198,1866238.6964471657
100199,2741777.645851532
100200,8424931.09847373
100201,3372314.5637451652
100202,2734352.270714456
100203,5366325.3693579305
100204,5145795.067391092
100205,1669606.8985823672
100206,3233238.8878743853
100207,5898198.878720315
100208,18726476.77758102
100209,4768996.452709759
100210,5076695.726525588
100211,11029367.670774044
100212,1875867.9097173903
100213,5750878.9602113385
100214,5400892.850316415
100215,5132034.258233121
100216,6229270.639294812
100217,2269621.9710630644
100218,20812804.691211507
100219,10265334.501883196
100220,2455933.8512061182
100221,5258384.405871773
100222,4339323.471798981
100223,3576084.064554246
100224,6905736.92767881
100225,5890202.24523692
100226,1683248.3418230992
100227,3164256.0660639163
100228,3029934.8668498266
100229,7046797.146404743
100230,3633356.6923920754
100231,10549187.817649947
100232,2967102.3666407894
100233,5141205.745931169
100234,3606422.0175723303
100235,2995657.023199046
100236,4848861.430033319
100237,7878558.17857776
100238,4538141.044179874
100239,5284300.88468189
100240,6072407.451175811
100241,3796962.314856978
100242,2399251.5637211297
100243,3013607.0605218634
100244,4789439.954733627
100245,2716559.553732423
100246,4177939.601235049
100247,4501190.465523252
100248,2971228.026753841
100249,8634429.125872018
100250,3392176.897061305
100251,2455797.606370533
100252,3855714.2530745063
100253,4086409.373299258
100254,3533333.874732105
100255,17926129.114648804
100256,4228454.228144923
100257,4100634.080528589
100258,3268629.0896350425
100259,2415991.206857236
100260,5707577.803933756
100261,4377466.771843882
100262,5461922.949447075
100263,5287286.938034693
100264,6325773.647498103
100265,3328042.10898244
100266,2297089.220834406
100267,5388953.987821119
100268,7134399.806147331
100269,1641189.0444706436
100270,3277384.9141347837
100271,5092083.244320186
100272,2327643.187692592
100273,29427807.914207682
100274,5696039.147131512
100275,5361672.931072878
100276,3852769.009580398
100277,5392313.105709868
100278,37857439.65521787
100279,8437429.938594555
100280,5393948.00762205
100281,5493341.406304644
100282,2307494.6108885426
100283,3437744.4707043786
100284,2297089.220834406
100285,7790183.839621397
100286,5149301.337574886
100287,4375351.679586561
100288,5583133.649221042
100289,7299167.516725989
100290,3609705.721635498
100291,6355731.043217363
100292,12350261.247156443
100293,5655190.288259024
100294,6130288.865458926
100295,2256585.130197739
100296,4361916.06183839
100297,5589421.076645734
100298,5313589.17281704
100299,4253694.624209153
100300,2769643.689571729
100301,5397936.035538772
100302,5799014.184434952
100303,3387172.2208500374
100304,3105180.759199301
100305,2187848.2419095244
100306,6466335.839221315
100307,3712871.957498526
100308,4468356.62255515
100309,4721339.44133939
100310,4278796.616693104
100311,3124921.0991270747
100312,4885828.171786571
100313,2724974.0775113422
100314,6040438.8965482395
100315,4598922.081639273
100316,4207551.695024611
100317,4763799.1881081555
100318,3625578.2545619365
100319,2842552.2529183533
100320,3521187.629667325
100321,4677883.443564745
100322,4216245.970384771
100323,3087309.5169263203
100324,3783799.2687018197
100325,2585270.5405270364
100326,5512511.841060998
100327,4986807.687271105
100328,4327717.224039616
100329,5000277.169461843
100330,8172208.782495756
100331,2229985.689227106
100332,3022398.1395869497
100333,3424323.8819903564
100334,3876052.85956938
100335,7108131.530257324
100336,7085901.3499496
100337,6074365.0659371335
100338,3641948.3849955928
100339,2852858.977411283
100340,1693703.7351822723
100341,6213531.577078821
100342,4513394.55128918
100343,6610839.177019704
100344,3665246.9767904375
100345,3167360.3783541042
100346,7374113.591161134
100347,5550258.485459393
100348,2942001.738414904
100349,2242896.7420414183
100350,3484955.4507517945
100351,5820563.907422217
100352,2391865.8926230837
100353,1869768.2543976177
100354,5636745.605750313
100355,6384656.191325055
100356,5752685.972291058
100357,1539987.6787797343
100358,4894406.719729641
100359,2164445.490242621
100360,4661290.912004458
100361,2760370.7506693546
100362,10018533.256334232
100363,4278634.122552672
100364,2376886.7718239706
100365,2987756.609396385
100366,8814703.328162866
100367,5169225.375284059
100368,6052838.4533555675
100369,1990154.064103933
100370,6659648.966154883
100371,5565095.2786316145
100372,13479490.515900807
100373,13370483.457971873
100374,3294570.9771930035
100375,15000986.366051303
100376,11165748.952743204
100377,26070798.230910525
100378,2899799.8882705737
100379,28436998.535890564
100380,2782682.7122781444
100381,3978068.2742497604
100382,9713823.267545434
100383,5270879.039287807
100384,3486470.5936571453
100385,7498782.487739624
100386,3508375.5667290427
100387,10466508.122758167
100388,2848664.6037916485
100389,3607743.639652593
100390,8105195.71697201
100391,5520076.773301324
100392,5246521.399082286
100393,4297889.326527664
100394,2955475.7017227244
100395,4611475.561085084
100396,2642864.5995145384
100397,2960362.16214039
100398,2906097.0695226137
100399,2233944.252359284
100400,5789042.4231046755
100401,4912860.896384576
100402,2955546.8457728233
100403,5413917.284134323
100404,4659656.755435342
100405,6387256.89268841
100406,5382215.203793833
100407,6495795.965622613
100408,3840430.6417964455
100409,5385756.179057429
100410,2092570.2496069837
100411,3743460.943076255
100412,3083501.6814756114
100413,4299446.864431908
100414,2340365.0429496225
100415,10380379.254006298
100416,1783556.8178801965
100417,4332024.297625443
100418,3785466.2486923207
100419,4995953.133040177
100420,5145795.067391092
100421,3383198.357227573
100422,4838655.34232481
100423,8269738.941130431
100424,3575548.0622506607
100425,3190945.5896379817
100426,3550223.924778605
100427,3663846.541763069
100428,4804011.440536553
100429,5136163.667083776
100430,10625605.55816702
100431,2820140.4056385513
100432,3399367.8619445134
100433,7878788.566092642
100434,2743973.9799082633
100435,11012425.384989815
100436,6817054.5444195215
100437,6587483.262191134
100438,3729198.717727782
100439,20835521.936544403
100440,3100503.6361770313
100441,3366153.139003804
100442,2952619.7793373857
100443,4158487.353269389
100444,6007442.653031068
100445,3940676.2544676308
100446,5235933.89290403
100447,6862939.201420443
100448,2359695.089476345
100449,1712552.6644963603
100450,3637019.5726626012
100451,4178305.6159559693
100452,5658002.801351214
100453,6679069.881236495
100454,3312242.6629898567
100455,2646476.236248348
100456,5072947.924183534
100457,5388985.140326621
100458,2675944.649104925
100459,8122342.722933764
100460,7709971.785645055
100461,3066954.1538841147
100462,7018807.373699831
100463,3898706.3286987115
100464,2636508.2941261474
100465,5291340.928561809
100466,3460130.62155764
100467,3790890.255921142
100468,7049184.984742746
100469,4446037.2388242725
100470,2399458.228841083
100471,4899009.847993223
100472,5110747.8588666115
100473,3147118.7641915213
100474,5907236.554294111
100475,7471768.449350962
100476,5819717.974482076
100477,6071735.458502224
100478,5000738.632256897
100479,6231564.640898636
100480,6285732.389839986
100481,4001394.8980520125
100482,17483402.054939374
100483,2692554.828239752
100484,3187081.1704328153
100485,2977122.0907824542
100486,7135734.719150247
100487,2004520.681215616
100488,2658744.550061347
100489,4294551.86310895
100490,5604419.275469305
100491,6066037.851885149
100492,3490880.4903986286
100493,2365842.4221792426
100494,3262523.1062698346
100495,4509950.969999518
100496,4186067.946622329
100497,5424304.541634379
100498,3410309.9129348937
100499,2296716.3958399016
100500,5137709.098698294
100501,4202505.076562488
100502,3462826.869679341
100503,2044934.5807874035
100504,12381090.359117912
100505,3015756.5851428714
100506,4894406.719729641
100507,2461084.138165036
100508,3921873.3688130993
100509,5749791.02553557
100510,2450807.9377443995
100511,2341354.0111712497
100512,5210770.971783137
100513,4947531.639593037
100514,2871262.976489635
100515,3408842.0645355564
100516,2157719.6490097474
100517,5898670.147645699
100518,5521550.928782279
100519,6169250.810768159
100520,5256931.5686784275
100521,3673943.1107216123
100522,5464036.704281105
100523,2333426.7359443177
100524,5582251.435574705
100525,2069803.8329323288
100526,1980511.039212158
100527,5294673.709502764
100528,2189244.671023065
100529,3211497.9785867874
100530,5134873.7000853475
100531,4676680.5828020815
100532,2249815.346206134
100533,6389293.741365897
100534,5196228.432811784
100535,5729333.382742472
100536,4848772.143160367
100537,4782505.120500298
100538,16155659.958520832
100539,2645792.1940484066
100540,2162104.7623920795
100541,3316402.658046974
100542,2944858.179252768
100543,2846954.6670041364
100544,6209338.134000653
100545,11076383.930850105
100546,4990832.234391378
100547,6181825.552898744
100548,6244197.257792333
100549,1712552.6644963603
100550,3453092.803076865
100551,2077539.1962815728
100552,8938289.109404212
100553,3451074.0753214955
100554,5478569.77754386
100555,5264130.142282451
100556,5296311.131918022
100557,3315987.3205699716
100558,3230733.4799300563
100559,2111907.0271860603
100560,5670288.130537929
100561,5111294.359725585
100562,3553000.634965064
100563,6563469.922608389
100564,2196796.4679479618
100565,4054801.602655934
100566,3377029.66739578
100567,4269694.515602319
100568,2954484.8071207125
100569,6516582.377177374
100570,6365147.078140207
100571,4104892.1239848156
100572,4567409.3106938545
100573,4577118.017103562
100574,2154263.646088844
100575,3422934.449893238
100576,6041940.39944067
100577,2651827.4934413973
100578,2884421.7616294045
100579,2943268.764364166
100580,5797826.043591188
100581,3759263.2885064613
100582,4615674.70385672
100583,4790368.041368054
100584,4789439.954733627
100585,5992243.120903166
100586,4911964.353992814
100587,1523886.4832624104
100588,3774662.078349313
100589,2412442.7436402533
100590,3043293.9222937133
100591,3988940.6440050546
100592,5093949.3511371855
100593,2756897.6545590665
100594,6634996.101253862
100595,4394983.531955617
100596,2910536.6675283033
100597,2506521.5192549657
100598,5347123.138686433
100599,12652355.506609993
100600,3573089.3047751207
100601,5285465.805078121
100602,3908382.9333700333
100603,20104306.013101563
100604,5770853.143133689
100605,2698388.746050926
100606,2501652.9383196402
100607,6061440.034679921
100608,8166603.162819685
