100000,,6130707.746696949
100001,,6747621.662103891
100002,,4087139.598661661
100003,,5971322.101337671
100004,,2792676.9268352985
100005,,3061936.5782744884
100006,,5286959.482343674
100007,,2467082.0564644337
100008,,5379292.544957876
100009,,5712891.799014807
100010,,4269894.528815031
100011,,5688674.287430286
100012,,4920120.626050234
100013,,3431759.332098961
100014,,4465300.674907446
100015,,6882303.206013441
100016,,3635540.4634194374
100017,,6887476.682585716
100018,,4230686.700815439
100019,,6007602.941289663
100020,,7619994.65366292
100021,,3928528.2513489723
100022,,3992279.740076542
100023,,5435851.217872858
100024,,5785061.442550898
100025,,4311385.799717426
100026,,6340519.908730984
100027,,4141638.4026474953
100028,,5442552.311504602
100029,,3814706.058893919
100030,,3367327.4228212833
100031,,4687646.666810751
100032,,5643328.916991472
100033,,5004456.091598511
100034,,4069996.1064846516
100035,,5249234.806048393
100036,,2693081.938452482
100037,,2448655.096128702
100038,,5359570.757326841
100039,,18924884.453446865
100040,,6251755.806054115
100041,,4681864.354269266
100042,,6528482.6667256355
100043,,7336972.937791109
100044,,3083626.99775815
100045,,2964405.06986928
100046,,5779374.821894169
100047,,5028823.673355103
100048,,5419063.770004034
100049,,5307728.303340197
100050,,3800642.45542264
100051,,4387019.064005375
100052,,12928423.72906804
100053,,5132352.043205738
100054,,8710854.438107967
100055,,5709259.541005373
100056,,1822530.4471199512
100057,,7192715.865298033
100058,,10258019.826608658
100059,,3491755.6507868767
100060,,5741203.247862816
100061,,2779128.6567878723
100062,,3884319.156396389
100063,,4898303.571290731
100064,,5402828.847418308
100065,,2480866.362049103
100066,,8579690.736394644
100067,,5253091.03951931
100068,,4033494.1795728207
100069,,5436205.954313993
100070,,2744271.6569986343
100071,,5820905.459028482
100072,,5655755.426558971
100073,,5874536.21103549
100074,,3944244.6147556305
100075,,3395144.2168512344
100076,,6132641.573278904
100077,,7619759.200718641
100078,,4135847.4900627136
100079,,6753817.594593763
100080,,4617233.468396425
100081,,6483179.760571241
100082,,5867271.330115318
100083,,2963306.2889709473
100084,,4199649.212143898
100085,,6444736.63877368
100086,,5597698.7448318
100087,,7092512.00959301
100088,,4442376.553491116
100089,,6519106.388300657
100090,,5162908.41257143
100091,,5086956.839679956
100092,,4281961.831419468
100093,,4001402.0590281487
100094,,8752743.978900194
100095,,6123941.964812279
100096,,4858827.591368437
100097,,6477791.694035292
100098,,6491497.417752504
100099,,4654053.372767687
100100,,2980710.032627344
100101,,5380620.213598251
100102,,6817864.793797016
100103,,4852589.967076778
100104,,7328835.469186068
100105,,6716969.039395332
100106,,4504830.462734699
100107,,6777131.613590717
100108,,7721266.157949209
100109,,3288270.1743216515
100110,,3818476.6354510784
100111,,5494072.570431709
100112,,4310377.128848076
100113,,5414450.653369188
100114,,3474226.153025627
100115,,12737021.40253973
100116,,4441373.510876179
100117,,9101049.31056714
100118,,5518128.733948708
100119,,3941911.0268671513
100120,,5326361.0132911205
100121,,6195528.062361479
100122,,5245582.839575529
100123,,3107706.112756014
100124,,5995148.7226336
100125,,2122721.738568783
100126,,2002180.2508013248
100127,,3910727.7115721703
100128,,2065074.7127115726
100129,,6073206.444803715
100130,,4971881.278133154
100131,,6575745.443604708
100132,,5911862.899048567
100133,,6774715.797401905
100134,,6513852.304457903
100135,,5891951.317639589
100136,,3871746.6132848263
100137,,5304784.814344645
100138,,2327327.286316395
100139,,6604834.539705038
100140,,5394776.293220043
100141,,4692872.467013359
100142,,5098921.209967852
100143,,2956499.7299878597
100144,,5459132.013925791
100145,,4619207.780649185
100146,,3298149.5372986794
100147,,1989391.6533043385
100148,,6019838.986475706
100149,,2018439.1324410439
100150,,6171952.804793835
100151,,5422417.224588633
100152,,3238230.267730713
100153,,6015002.699642181
100154,,4238073.875702381
100155,,7920706.597868681
100156,,3861026.184071064
100157,,6073400.730071783
100158,,3982762.4302778244
100159,,2108604.8273284435
100160,,5328954.761817694
100161,,4985634.62312603
100162,,5271871.009425402
100163,,2760646.0691850185
100164,,2691844.064460993
100165,,4330116.977354765
100166,,2274130.398879051
100167,,4194170.9451642036
100168,,5465723.045729399
100169,,4521832.48486948
100170,,5507159.838254452
100171,,3949581.352824211
100172,,3526460.9721865654
100173,,5829206.716742516
100174,,4949804.039375067
100175,,4085404.1718735695
100176,,7734947.598546982
100177,,7506976.768716335
100178,,6157762.33903718
100179,,3685859.910234213
100180,,3726395.986644268
100181,,12314493.816948175
100182,,4163676.407559395
100183,,4905159.253586769
100184,,4292490.651579142
100185,,4992442.033718109
100186,,3972189.8145086765
100187,,4617089.676111221
100188,,5101171.986846447
100189,,9553252.453959465
100190,,5000079.521863699
100191,,6704253.540739775
100192,,6285687.805523396
100193,,3511013.347044468
100194,,3123488.407908201
100195,,5640007.334632874
100196,,9017833.0844872
100197,,4416319.755623341
100198,,2352921.2280569077
100199,,3154508.3714995384
100200,,9078866.985916138
100201,,4484026.816518545
100202,,3858626.0328350067
100203,,5672709.448981047
100204,,6027258.7801578045
100205,,2270267.882124901
100206,,3520288.153949499
100207,,6720130.5180056095
100208,,17711191.449230194
100209,,5549056.531931162
100210,,5809265.669807196
100211,,12854721.546144009
100212,,2342843.5705640316
100213,,5992603.070700407
100214,,6073440.950406551
100215,,5501915.672038555
100216,,6607484.24872756
100217,,3423732.000019312
100218,,19085832.767625332
100219,,11787726.247925282
100220,,3263133.657924652
100221,,5485971.8621685505
100222,,5087870.794831276
100223,,4014413.9036068916
100224,,24969791.06503892
100225,,6269382.261413097
100226,,2268538.4793610573
100227,,4342318.541334391
100228,,3675275.354928732
100229,,6161730.003902197
100230,,3989305.1867830753
100231,,11280233.718507528
100232,,3595857.775938034
100233,,5701351.34661293
100234,,4143107.050891161
100235,,3923117.895271063
100236,,5201862.47631073
100237,,7963527.91657567
100238,,5463236.605683327
100239,,5868714.636305571
100240,,6403171.885933876
100241,,4971890.605008364
100242,,3037149.928168535
100243,,3742984.1078648567
100244,,5509430.379243851
100245,,2849054.0945956707
100246,,4657452.462650299
100247,,4910986.803015947
100248,,3816032.3352861404
100249,,8473985.06065607
100250,,4186665.827026367
100251,,3194831.703442335
100252,,4831921.878807306
100253,,4762185.051210642
100254,,3722199.067606449
100255,,14947304.251660824
100256,,5322752.823000193
100257,,5056204.789535522
100258,,3612157.615897894
100259,,2948861.6381497383
100260,,6241339.661331892
100261,,5066175.632817984
100262,,5764969.58983469
100263,,6045694.940863371
100264,,6548432.991192102
100265,,4107092.8761992455
100266,,3143173.2611739635
100267,,5644883.088619709
100268,,7954722.233721495
100269,,2413726.8562693596
100270,,3900332.9326939583
100271,,5175273.010483742
100272,,3047834.132822752
100273,,27673434.455516815
100274,,5669375.755253315
100275,,4985578.070727348
100276,,4610522.592890739
100277,,5854295.98487401
100278,,28594782.37056279
100279,,7079136.602894783
100280,,6024835.776926756
100281,,6072035.166573763
100282,,3206221.423950672
100283,,4023396.211425066
100284,,3125766.694443226
100285,,9421208.065784454
100286,,5836674.47988677
100287,,6149735.6817212105
100288,,6810114.776995897
100289,,6298643.511955023
100290,,4012367.251171589
100291,,6693321.086681128
100292,,13158856.550109386
100293,,5561578.037577391
100294,,6363334.532777548
100295,,3136342.155261755
100296,,5600629.134112358
100297,,5568968.475797415
100298,,5625849.940154552
100299,,4930595.8605520725
100300,,3004555.705334902
100301,,5376381.879330158
100302,,6479956.467738867
100303,,4360995.818723679
100304,,4780192.709084034
100305,,3206722.609596014
100306,,7555568.558952332
100307,,3768999.7558841705
100308,,4571569.8645141125
100309,,5194472.700325012
100310,,4910265.68960166
100311,,3649020.699950218
100312,,5768744.321077585
100313,,4791814.377442837
100314,,6787064.931566
100315,,5532552.237670422
100316,,5025629.050422668
100317,,6049420.264859915
100318,,3939949.2983589172
100319,,3931244.2882506847
100320,,4093760.527254343
100321,,4938949.04199028
100322,,4504632.242864847
100323,,3628796.2115347385
100324,,4446393.611597776
100325,,3249559.4069321156
100326,,6114158.269905329
100327,,5829601.808510542
100328,,5144856.798294783
100329,,5820625.16620326
100330,,6628201.571750402
100331,,3387594.015503645
100332,,3625551.32248497
100333,,3943431.1920154095
100334,,4506197.314537048
100335,,6985198.588960648
100336,,7603779.530753851
100337,,5941395.14064002
100338,,3756591.328809738
100339,,3546435.1234543324
100340,,2251409.986036539
100341,,5719213.917420149
100342,,5143057.024638653
100343,,6511234.48754406
100344,,4109639.733169079
100345,,4052482.091898203
100346,,8066625.713994026
100347,,5819510.375319481
100348,,3888897.049681425
100349,,2580377.5763497353
100350,,4143130.1532964706
100351,,6787481.720694542
100352,,3129105.970156431
100353,,2462675.988599777
100354,,6491357.80455637
100355,,6004298.872261286
100356,,6118102.072655916
100357,,2206247.453473568
100358,,5392687.423440695
100359,,3611964.3153059483
100360,,5142244.586251736
100361,,3168414.30316329
100362,,9316527.424204826
100363,,5546870.368403673
100364,,2738200.5786292553
100365,,4162864.0340616703
100366,,8032717.897682428
100367,,5463332.8863277435
100368,,5888188.082359076
100369,,2535318.6462905407
100370,,6132988.738836527
100371,,5763395.703575134
100372,,11123352.353396654
100373,,11653009.169543743
100374,,3276633.346520424
100375,,15456566.602924347
100376,,9763504.503421545
100377,,28941404.112121582
100378,,4132226.8417732716
100379,,28419867.774274826
100380,,3842927.996082306
100381,,4866615.155748606
100382,,8816204.24048686
100383,,5701146.81038928
100384,,4288186.824162483
100385,,8062774.937852383
100386,,4317875.363019943
100387,,9087281.265741348
100388,,3861413.6509587765
100389,,4857409.436753988
100390,,7645717.511133671
100391,,5906144.999838352
100392,,6345833.42211175
100393,,5191890.985649109
100394,,3709114.060975313
100395,,4697424.75449276
100396,,3447932.227451086
100397,,3887263.469454527
100398,,3692685.342620611
100399,,3973259.9825646877
100400,,5893918.998434067
100401,,5960759.937895536
100402,,3297319.551812649
100403,,5613351.729531765
100404,,5387429.670665503
100405,,6827109.556060553
100406,,6156834.521279097
100407,,7645370.752065659
100408,,5130633.88561058
100409,,7002314.831411123
100410,,2049313.4907143116
100411,,4950807.472882986
100412,,3943830.54615736
100413,,5135945.222721577
100414,,2984847.294108629
100415,,12051254.605884075
100416,,2480501.1018464565
100417,,4474310.863955259
100418,,4723635.371881008
100419,,5967120.390072107
100420,,5998892.523263216
100421,,4305451.531754017
100422,,5494345.697863102
100423,,8613436.43309927
100424,,4299870.767390251
100425,,4466046.772022009
100426,,4585014.726364613
100427,,4664067.1642313
100428,,5395294.512196302
100429,,5443936.767246962
100430,,8797744.40652132
100431,,2853126.601902008
100432,,4102065.1342201233
100433,,7172483.215803385
100434,,3099032.855070591
100435,,13401831.340393066
100436,,8411909.210172892
100437,,7221640.831578016
100438,,4001337.0415883064
100439,,26267601.93913722
100440,,3858986.6883535385
100441,,3661988.6808760166
100442,,3445169.4573128223
100443,,5246469.383321047
100444,,5796408.624350071
100445,,4938030.626211643
100446,,5583036.662542582
100447,,7842695.3834450245
100448,,2945977.925532818
100449,,2499899.7668902874
100450,,4030515.138841629
100451,,4191854.6001217365
100452,,6351551.640753508
100453,,6824858.939077854
100454,,4589995.23018074
100455,,4130631.7728364468
100456,,5121704.151693106
100457,,5751205.338647366
100458,,3591709.5726099014
100459,,7929805.61258769
100460,,7925564.7076087
100461,,3894049.875444174
100462,,8116799.579201698
100463,,4491666.383532286
100464,,3469106.4494218826
100465,,5751993.241090775
100466,,3985270.6377243996
100467,,4578047.955534935
100468,,6514889.121155024
100469,,5183397.752337456
100470,,3252454.8306508064
100471,,5706731.656956673
100472,,6098924.265687466
100473,,3603469.3325297832
100474,,5907227.060787439
100475,,7792430.381268024
100476,,6043656.543521643
100477,,5859580.001676559
100478,,5507073.419886589
100479,,5983047.809767485
100480,,6728812.204800606
100481,,4804042.270621061
100482,,15708429.028941154
100483,,3372945.3891637325
100484,,3951438.137815237
100485,,4200177.6683905125
100486,,7061293.409954071
100487,,2307664.3127872944
100488,,3491759.350445032
100489,,5081009.500415564
100490,,5297086.179946423
100491,,6412225.42013526
100492,,4254472.506748438
100493,,3256336.2555789948
100494,,4025008.396499634
100495,,4794361.68378377
100496,,5717642.668524981
100497,,6157898.039712429
100498,,4048345.7625250816
100499,,2566942.2721300125
100500,,5657877.877559662
100501,,5223753.066203356
100502,,4558075.7510147095
100503,,2737862.0878624916
100504,,16295533.507281542
100505,,3773361.3747463226
100506,,6545200.763866186
100507,,2749558.8976209164
100508,,4472240.745996237
100509,,5872567.29035902
100510,,3399063.997946024
100511,,2709984.1368033886
100512,,5999272.012777567
100513,,5247829.764270544
100514,,3978255.1293857098
100515,,3942440.7057824135
100516,,2978134.289075613
100517,,5937851.546510696
100518,,6030259.079273224
100519,,7930526.37117672
100520,,6443430.743072271
100521,,5055298.170440912
100522,,5707858.078483343
100523,,2877521.361403942
100524,,6081793.63259387
100525,,3978132.6605291367
100526,,2505342.208302498
100527,,5408597.682685852
100528,,2622895.828854084
100529,,4719002.0343158245
100530,,5151597.902023792
100531,,5186675.327924252
100532,,2797259.2283682823
100533,,6557415.035397291
100534,,5700464.815301895
100535,,6225270.769767761
100536,,5585576.611081123
100537,,6455224.288830996
100538,,14187913.621882915
100539,,3602654.7308073044
100540,,2574197.196249962
100541,,4597454.430422068
100542,,3524014.585916996
100543,,3316707.7621762753
100544,,5798491.981425285
100545,,11436647.525083065
100546,,5834411.215011358
100547,,6261365.213311911
100548,,6547135.276642323
100549,,2462185.53897357
100550,,4366186.995831251
100551,,3289449.261008024
100552,,6397810.859471321
100553,,4139893.554387331
100554,,4715682.997920752
100555,,6218284.8617892265
100556,,5337006.823080778
100557,,4103673.586233139
100558,,4224359.832333803
100559,,2525936.8807599545
100560,,5835600.901754379
100561,,5875698.330436468
100562,,4096287.7096714973
100563,,6787873.9776751995
100564,,2745453.4266660213
100565,,5003560.457038641
100566,,3879885.3746886253
100567,,5499638.863450766
100568,,4297463.864003658
100569,,6747862.695383787
100570,,6467790.232268095
100571,,4929840.423156977
100572,,5133732.150382996
